ID,Date
786,2020-07-30 08:00:00am
786,2020-07-30 08:00:39am
786,2020-07-30 08:00:47am
786,2020-07-30 02:28:22pm
2148,2020-07-31 01:12:47am
2288,2020-07-31 01:12:49am
2511,2020-07-31 01:14:28am
2288,2020-07-31 01:29:12am
2047,2020-07-31 01:29:21am
2074,2020-07-31 01:29:33am
2027,2020-07-31 02:51:21am
2247,2020-07-31 02:55:50am
2247,2020-07-31 02:57:29am
2247,2020-07-31 03:00:42am
2665,2020-07-31 03:13:02am
3034,2020-07-31 03:17:09am
3250,2020-07-31 03:21:00am
3250,2020-07-31 03:21:01am
3250,2020-07-31 03:21:01am
2438,2020-07-31 03:21:51am
2438,2020-07-31 03:21:57am
2438,2020-07-31 03:21:57am
2438,2020-07-31 03:21:57am
2438,2020-07-31 03:22:03am
2438,2020-07-31 03:22:04am
2438,2020-07-31 03:22:04am
2438,2020-07-31 03:22:04am
2438,2020-07-31 03:22:05am
2438,2020-07-31 03:22:11am
2438,2020-07-31 03:22:11am
2438,2020-07-31 03:22:12am
2438,2020-07-31 03:22:12am
2438,2020-07-31 03:22:12am
2853,2020-07-31 03:22:48am
3119,2020-07-31 03:31:54am
3449,2020-07-31 03:33:10am
3119,2020-07-31 03:33:30am
2416,2020-07-31 03:42:05am
2564,2020-07-31 03:44:29am
2708,2020-07-31 03:52:35am
3109,2020-07-31 03:53:58am
2304,2020-07-31 03:54:05am
2091,2020-07-31 03:54:12am
3350,2020-07-31 03:54:18am
3350,2020-07-31 03:54:48am
3119,2020-07-31 03:54:54am
3350,2020-07-31 03:55:00am
2148,2020-07-31 03:55:26am
2853,2020-07-31 03:55:44am
2452,2020-07-31 03:57:03am
2723,2020-07-31 03:58:20am
2060,2020-07-31 03:59:50am
1979,2020-07-31 04:01:19am
2692,2020-07-31 04:02:25am
2769,2020-07-31 04:02:46am
3459,2020-07-31 04:03:27am
2723,2020-07-31 04:03:34am
2027,2020-07-31 04:03:51am
2268,2020-07-31 04:09:42am
3459,2020-07-31 04:11:17am
2430,2020-07-31 04:15:31am
3440,2020-07-31 04:15:55am
3329,2020-07-31 04:16:05am
2719,2020-07-31 04:18:03am
2524,2020-07-31 04:18:20am
3202,2020-07-31 04:20:36am
2932,2020-07-31 04:22:31am
3214,2020-07-31 04:22:46am
3449,2020-07-31 04:23:42am
3546,2020-07-31 04:25:49am
3139,2020-07-31 04:26:20am
3074,2020-07-31 04:27:37am
3329,2020-07-31 04:28:28am
3103,2020-07-31 04:28:50am
3202,2020-07-31 04:30:24am
3541,2020-07-31 04:31:22am
2767,2020-07-31 04:39:37am
3103,2020-07-31 04:39:49am
2575,2020-07-31 04:40:46am
3329,2020-07-31 04:41:12am
2575,2020-07-31 04:41:44am
2843,2020-07-31 04:43:02am
3329,2020-07-31 04:44:23am
3208,2020-07-31 04:48:28am
2800,2020-07-31 05:03:19am
3342,2020-07-31 05:05:37am
3640,2020-07-31 05:08:09am
3342,2020-07-31 05:08:58am
2024,2020-07-31 05:11:39am
3034,2020-07-31 05:16:01am
3074,2020-07-31 05:24:36am
3202,2020-07-31 05:25:39am
3449,2020-07-31 05:31:55am
3032,2020-07-31 05:32:10am
3032,2020-07-31 05:32:12am
3032,2020-07-31 05:32:12am
2792,2020-07-31 05:33:35am
3152,2020-07-31 05:33:42am
2850,2020-07-31 05:35:14am
9052,2020-07-31 05:39:36am
9052,2020-07-31 05:39:56am
3032,2020-07-31 05:41:22am
2420,2020-07-31 05:46:58am
2849,2020-07-31 05:48:25am
2960,2020-07-31 05:50:39am
2696,2020-07-31 05:51:00am
2788,2020-07-31 05:51:12am
2881,2020-07-31 05:53:05am
2679,2020-07-31 05:55:16am
2679,2020-07-31 05:56:43am
5008,2020-07-31 05:59:06am
2254,2020-07-31 05:59:07am
2254,2020-07-31 05:59:37am
2932,2020-07-31 06:00:11am
2003,2020-07-31 06:02:36am
3192,2020-07-31 06:04:11am
2840,2020-07-31 06:04:32am
2096,2020-07-31 06:04:37am
2096,2020-07-31 06:04:58am
2885,2020-07-31 06:04:58am
2096,2020-07-31 06:05:21am
2885,2020-07-31 06:05:27am
9004,2020-07-31 06:06:12am
2213,2020-07-31 06:06:31am
2191,2020-07-31 06:06:55am
2840,2020-07-31 06:06:56am
4297,2020-07-31 06:07:21am
3337,2020-07-31 06:07:29am
3336,2020-07-31 06:07:38am
1000,2020-07-31 06:07:56am
2000,2020-07-31 06:08:02am
3000,2020-07-31 06:08:09am
2999,2020-07-31 06:08:21am
2500,2020-07-31 06:08:29am
2700,2020-07-31 06:08:36am
2800,2020-07-31 06:08:41am
2213,2020-07-31 06:08:46am
2750,2020-07-31 06:08:56am
2760,2020-07-31 06:09:03am
5111,2020-07-31 06:09:07am
2770,2020-07-31 06:09:09am
2780,2020-07-31 06:09:14am
2790,2020-07-31 06:09:20am
2799,2020-07-31 06:09:27am
2800,2020-07-31 06:09:39am
4000,2020-07-31 06:09:59am
3500,2020-07-31 06:10:09am
2083,2020-07-31 06:10:14am
3400,2020-07-31 06:10:17am
3350,2020-07-31 06:10:31am
3360,2020-07-31 06:10:40am
2893,2020-07-31 06:10:44am
3355,2020-07-31 06:10:51am
3351,2020-07-31 06:10:58am
3350,2020-07-31 06:11:04am
2793,2020-07-31 06:11:38am
3073,2020-07-31 06:13:20am
3151,2020-07-31 06:32:08am
2992,2020-07-31 06:37:08am
2789,2020-07-31 06:46:41am
2787,2020-07-31 06:46:54am
2786,2020-07-31 06:47:06am
3169,2020-07-31 06:51:48am
2516,2020-07-31 07:01:54am
3258,2020-07-31 07:02:27am
9004,2020-07-31 07:04:57am
2653,2020-07-31 07:14:59am
2551,2020-07-31 07:23:43am
2029,2020-07-31 07:27:06am
2027,2020-07-31 07:27:13am
3060,2020-07-31 07:32:36am
3116,2020-07-31 07:41:43am
2581,2020-07-31 07:45:28am
2474,2020-07-31 07:45:47am
2043,2020-07-31 07:53:18am
3039,2020-07-31 08:02:54am
2653,2020-07-31 08:05:49am
5122,2020-07-31 08:12:23am
5122,2020-07-31 08:12:27am
2803,2020-07-31 08:12:31am
3193,2020-07-31 08:14:10am
2796,2020-07-31 08:15:31am
2749,2020-07-31 08:17:49am
2869,2020-07-31 08:38:30am
3193,2020-07-31 08:41:18am
3640,2020-07-31 08:41:23am
3193,2020-07-31 08:41:29am
2468,2020-07-31 08:41:46am
2468,2020-07-31 08:41:46am
2468,2020-07-31 08:42:12am
3153,2020-07-31 08:47:20am
2593,2020-07-31 08:47:22am
3044,2020-07-31 08:47:39am
5036,2020-07-31 08:47:47am
2196,2020-07-31 08:47:49am
2319,2020-07-31 08:47:52am
3087,2020-07-31 08:48:06am
3398,2020-07-31 08:48:07am
3398,2020-07-31 08:48:09am
2949,2020-07-31 08:48:38am
2982,2020-07-31 08:48:57am
2112,2020-07-31 08:50:16am
5031,2020-07-31 08:51:18am
2628,2020-07-31 08:53:04am
5129,2020-07-31 08:57:49am
2304,2020-07-31 09:02:57am
3656,2020-07-31 09:05:26am
2650,2020-07-31 09:11:11am
2051,2020-07-31 09:11:38am
2079,2020-07-31 09:15:24am
3647,2020-07-31 09:16:04am
5032,2020-07-31 09:22:51am
5033,2020-07-31 09:22:57am
3249,2020-07-31 09:23:21am
2721,2020-07-31 09:23:30am
2721,2020-07-31 09:23:35am
5030,2020-07-31 09:25:03am
2026,2020-07-31 09:25:07am
5124,2020-07-31 09:27:20am
3292,2020-07-31 09:27:44am
5046,2020-07-31 09:30:56am
5007,2020-07-31 09:31:46am
3202,2020-07-31 09:32:22am
3250,2020-07-31 09:37:20am
2448,2020-07-31 09:37:36am
3118,2020-07-31 09:40:07am
2001,2020-07-31 09:42:35am
2448,2020-07-31 09:42:47am
2448,2020-07-31 09:42:58am
3258,2020-07-31 09:44:31am
3258,2020-07-31 09:45:34am
3258,2020-07-31 09:47:26am
2815,2020-07-31 09:49:34am
0000,2020-07-31 09:49:42am
5013,2020-07-31 09:50:05am
2364,2020-07-31 09:54:47am
2625,2020-07-31 09:55:26am
1954,2020-07-31 09:56:04am
5046,2020-07-31 09:57:06am
3250,2020-07-31 09:58:17am
2448,2020-07-31 09:59:49am
2813,2020-07-31 10:00:42am
2250,2020-07-31 10:00:43am
2250,2020-07-31 10:00:55am
3104,2020-07-31 10:01:53am
3104,2020-07-31 10:01:57am
2947,2020-07-31 10:02:05am
5101,2020-07-31 10:02:08am
3104,2020-07-31 10:02:08am
2947,2020-07-31 10:02:18am
2947,2020-07-31 10:02:25am
2101,2020-07-31 10:11:58am
2815,2020-07-31 10:12:17am
2478,2020-07-31 10:26:48am
5038,2020-07-31 10:28:07am
2721,2020-07-31 10:28:09am
2723,2020-07-31 10:37:34am
3349,2020-07-31 10:40:11am
2807,2020-07-31 10:41:00am
0000,2020-07-31 10:42:19am
3123,2020-07-31 10:45:37am
2131,2020-07-31 10:49:06am
2957,2020-07-31 10:52:31am
2478,2020-07-31 10:53:10am
2047,2020-07-31 10:53:17am
2957,2020-07-31 10:53:22am
2957,2020-07-31 10:53:47am
3290,2020-07-31 10:53:57am
9047,2020-07-31 10:54:17am
3302,2020-07-31 10:55:24am
3302,2020-07-31 10:56:02am
3104,2020-07-31 10:59:39am
2177,2020-07-31 11:00:16am
3226,2020-07-31 11:01:20am
2355,2020-07-31 11:01:33am
5101,2020-07-31 11:02:55am
2177,2020-07-31 11:04:27am
3091,2020-07-31 11:06:35am
2094,2020-07-31 11:06:48am
2342,2020-07-31 11:08:06am
2141,2020-07-31 11:09:23am
2541,2020-07-31 11:09:24am
2541,2020-07-31 11:09:36am
2104,2020-07-31 11:10:16am
2132,2020-07-31 11:10:28am
2104,2020-07-31 11:10:38am
1972,2020-07-31 11:10:48am
2392,2020-07-31 11:11:34am
2567,2020-07-31 11:14:00am
3033,2020-07-31 11:17:04am
2612,2020-07-31 11:18:50am
9052,2020-07-31 11:21:00am
9025,2020-07-31 11:21:20am
2248,2020-07-31 11:26:38am
2655,2020-07-31 11:27:09am
2957,2020-07-31 11:29:41am
2978,2020-07-31 11:29:48am
2104,2020-07-31 11:30:21am
3569,2020-07-31 11:33:11am
2123,2020-07-31 11:33:36am
3567,2020-07-31 11:34:40am
3567,2020-07-31 11:34:52am
3567,2020-07-31 11:34:54am
3570,2020-07-31 11:35:16am
3581,2020-07-31 11:35:40am
3217,2020-07-31 11:35:48am
3545,2020-07-31 11:36:23am
3590,2020-07-31 11:36:52am
3591,2020-07-31 11:37:03am
3596,2020-07-31 11:37:15am
2619,2020-07-31 11:37:55am
2123,2020-07-31 11:40:14am
3508,2020-07-31 11:40:36am
3507,2020-07-31 11:41:00am
2873,2020-07-31 11:42:31am
0000,2020-07-31 11:44:04am
2104,2020-07-31 11:45:08am
3231,2020-07-31 11:47:14am
2375,2020-07-31 11:49:48am
3091,2020-07-31 11:56:13am
2255,2020-07-31 11:57:52am
1971,2020-07-31 11:58:43am
2207,2020-07-31 12:00:05pm
2907,2020-07-31 12:00:34pm
1987,2020-07-31 12:00:44pm
2108,2020-07-31 12:01:40pm
2108,2020-07-31 12:01:51pm
2207,2020-07-31 12:01:57pm
2335,2020-07-31 12:03:33pm
3091,2020-07-31 12:10:00pm
2177,2020-07-31 12:10:17pm
3258,2020-07-31 12:13:05pm
3258,2020-07-31 12:13:08pm
2099,2020-07-31 12:13:33pm
2348,2020-07-31 12:13:47pm
3091,2020-07-31 12:13:52pm
3241,2020-07-31 12:21:36pm
3104,2020-07-31 12:24:25pm
2679,2020-07-31 12:25:48pm
2680,2020-07-31 12:26:17pm
2660,2020-07-31 12:26:25pm
2660,2020-07-31 12:26:28pm
2532,2020-07-31 12:30:07pm
2541,2020-07-31 12:30:34pm
2532,2020-07-31 12:30:35pm
2532,2020-07-31 12:30:35pm
2532,2020-07-31 12:30:35pm
2541,2020-07-31 12:30:59pm
2749,2020-07-31 12:31:23pm
2431,2020-07-31 12:31:57pm
2532,2020-07-31 12:32:25pm
1952,2020-07-31 12:41:53pm
1952,2020-07-31 12:41:54pm
1952,2020-07-31 12:42:58pm
2123,2020-07-31 12:43:01pm
2208,2020-07-31 12:50:01pm
2208,2020-07-31 12:50:21pm
2348,2020-07-31 12:58:40pm
2705,2020-07-31 01:03:16pm
2541,2020-07-31 01:04:08pm
2650,2020-07-31 01:05:38pm
2650,2020-07-31 01:05:48pm
2650,2020-07-31 01:05:58pm
2650,2020-07-31 01:06:04pm
2650,2020-07-31 01:06:05pm
2650,2020-07-31 01:06:05pm
2650,2020-07-31 01:06:05pm
2650,2020-07-31 01:06:08pm
2650,2020-07-31 01:06:11pm
1948,2020-07-31 01:09:29pm
2104,2020-07-31 01:11:33pm
2422,2020-07-31 01:11:40pm
2217,2020-07-31 01:16:43pm
3091,2020-07-31 01:21:15pm
5140,2020-07-31 01:22:50pm
2034,2020-07-31 01:24:19pm
2177,2020-07-31 01:29:44pm
2655,2020-07-31 01:30:36pm
2264,2020-07-31 01:33:48pm
2264,2020-07-31 01:34:29pm
2930,2020-07-31 01:38:49pm
3091,2020-07-31 01:38:56pm
3241,2020-07-31 01:39:33pm
2033,2020-07-31 01:43:51pm
2033,2020-07-31 01:44:36pm
2033,2020-07-31 01:44:40pm
3501,2020-07-31 01:47:07pm
2312,2020-07-31 01:49:37pm
2033,2020-07-31 01:49:42pm
2312,2020-07-31 01:49:51pm
3115,2020-07-31 01:53:45pm
2141,2020-07-31 01:53:54pm
2021,2020-07-31 01:57:12pm
2021,2020-07-31 01:57:14pm
9052,2020-07-31 01:57:16pm
9025,2020-07-31 01:57:30pm
9010,2020-07-31 01:57:40pm
2458,2020-07-31 01:58:09pm
3693,2020-07-31 01:58:10pm
9011,2020-07-31 01:58:35pm
9052,2020-07-31 01:58:47pm
9000,2020-07-31 01:58:59pm
9061,2020-07-31 01:59:13pm
4050,2020-07-31 01:59:29pm
9025,2020-07-31 01:59:41pm
2943,2020-07-31 01:59:49pm
9035,2020-07-31 01:59:51pm
9040,2020-07-31 02:00:12pm
9042,2020-07-31 02:00:26pm
90463,2020-07-31 02:00:39pm
9052,2020-07-31 02:00:58pm
9052,2020-07-31 02:02:42pm
2111,2020-07-31 02:03:05pm
9049,2020-07-31 02:04:12pm
2705,2020-07-31 02:04:15pm
9042,2020-07-31 02:04:19pm
3325,2020-07-31 02:04:37pm
3325,2020-07-31 02:04:46pm
9049,2020-07-31 02:04:48pm
3325,2020-07-31 02:04:52pm
2140,2020-07-31 02:05:16pm
2250,2020-07-31 02:07:13pm
2250,2020-07-31 02:07:21pm
2250,2020-07-31 02:07:31pm
2765,2020-07-31 02:07:40pm
2679,2020-07-31 02:08:55pm
5101,2020-07-31 02:09:05pm
5101,2020-07-31 02:09:08pm
5101,2020-07-31 02:09:08pm
9041,2020-07-31 02:09:39pm
9042,2020-07-31 02:09:46pm
9043,2020-07-31 02:09:52pm
9044,2020-07-31 02:09:57pm
9045,2020-07-31 02:10:02pm
9046,2020-07-31 02:10:07pm
9047,2020-07-31 02:10:18pm
9048,2020-07-31 02:10:41pm
9049,2020-07-31 02:10:47pm
2978,2020-07-31 02:10:57pm
9050,2020-07-31 02:10:57pm
9051,2020-07-31 02:11:03pm
9052,2020-07-31 02:11:08pm
9052,2020-07-31 02:11:26pm
9053,2020-07-31 02:11:35pm
9052,2020-07-31 02:11:44pm
9052,2020-07-31 02:11:51pm
9054,2020-07-31 02:11:57pm
9060,2020-07-31 02:12:27pm
9054,2020-07-31 02:12:44pm
2207,2020-07-31 02:12:57pm
2207,2020-07-31 02:13:01pm
9070,2020-07-31 02:13:02pm
9063,2020-07-31 02:13:10pm
9045,2020-07-31 02:13:20pm
9011,2020-07-31 02:13:27pm
9014,2020-07-31 02:13:37pm
9015,2020-07-31 02:13:46pm
9052,2020-07-31 02:13:55pm
3115,2020-07-31 02:17:59pm
3193,2020-07-31 02:18:42pm
2226,2020-07-31 02:26:00pm
2226,2020-07-31 02:27:12pm
2226,2020-07-31 02:28:32pm
2226,2020-07-31 02:30:07pm
2705,2020-07-31 02:33:15pm
2226,2020-07-31 02:35:24pm
3332,2020-07-31 02:35:53pm
3193,2020-07-31 02:37:23pm
2793,2020-07-31 02:43:38pm
2476,2020-07-31 02:46:26pm
3073,2020-07-31 02:46:55pm
2541,2020-07-31 02:53:57pm
3091,2020-07-31 03:00:41pm
3091,2020-07-31 03:00:49pm
2917,2020-07-31 03:06:43pm
2717,2020-07-31 03:07:10pm
2532,2020-07-31 03:07:24pm
2431,2020-07-31 03:08:48pm
2132,2020-07-31 03:10:29pm
2936,2020-07-31 03:11:35pm
1359,2020-07-31 03:12:24pm
1456,2020-07-31 03:12:39pm
2695,2020-07-31 03:12:54pm
2978,2020-07-31 03:13:21pm
3501,2020-07-31 03:13:53pm
2047,2020-07-31 03:16:10pm
2047,2020-07-31 03:16:18pm
2769,2020-07-31 03:17:56pm
3569,2020-07-31 03:18:48pm
1948,2020-07-31 03:21:04pm
2705,2020-07-31 03:29:16pm
2760,2020-07-31 03:29:29pm
3015,2020-07-31 03:30:08pm
3091,2020-07-31 03:30:23pm
2713,2020-07-31 03:31:35pm
2713,2020-07-31 03:31:52pm
2377,2020-07-31 03:32:22pm
2231,2020-07-31 03:33:18pm
3177,2020-07-31 03:36:42pm
3177,2020-07-31 03:36:51pm
2231,2020-07-31 03:42:27pm
2014,2020-07-31 03:43:33pm
2894,2020-07-31 03:44:21pm
2177,2020-07-31 03:45:45pm
2129,2020-07-31 03:45:55pm
2129,2020-07-31 03:47:06pm
2852,2020-07-31 03:47:21pm
2694,2020-07-31 03:48:07pm
2743,2020-07-31 03:48:44pm
2220,2020-07-31 03:48:54pm
2220,2020-07-31 03:49:08pm
2688,2020-07-31 03:49:25pm
2688,2020-07-31 03:49:30pm
3003,2020-07-31 03:50:22pm
2041,2020-07-31 03:51:43pm
9048,2020-07-31 03:53:00pm
2810,2020-07-31 03:53:09pm
2810,2020-07-31 03:53:29pm
0000,2020-07-31 03:55:32pm
9052,2020-07-31 03:55:35pm
9054,2020-07-31 03:55:52pm
9025,2020-07-31 03:56:02pm
2123,2020-07-31 03:56:03pm
9052,2020-07-31 03:56:11pm
2062,2020-07-31 03:57:38pm
2062,2020-07-31 03:57:57pm
3104,2020-07-31 03:58:26pm
2349,2020-07-31 03:58:31pm
2810,2020-07-31 03:59:07pm
2293,2020-07-31 03:59:20pm
3108,2020-07-31 04:02:41pm
3003,2020-07-31 04:02:59pm
3003,2020-07-31 04:03:11pm
2765,2020-07-31 04:08:16pm
2335,2020-07-31 04:12:02pm
2248,2020-07-31 04:14:31pm
3329,2020-07-31 04:16:05pm
2094,2020-07-31 04:21:36pm
2755,2020-07-31 04:23:25pm
2112,2020-07-31 04:24:22pm
2755,2020-07-31 04:25:46pm
2755,2020-07-31 04:25:56pm
2705,2020-07-31 04:28:59pm
2430,2020-07-31 04:30:14pm
3501,2020-07-31 04:30:32pm
5101,2020-07-31 04:30:39pm
2430,2020-07-31 04:30:55pm
2705,2020-07-31 04:31:18pm
3501,2020-07-31 04:31:24pm
2992,2020-07-31 04:34:27pm
2992,2020-07-31 04:34:38pm
2992,2020-07-31 04:41:15pm
2104,2020-07-31 04:46:33pm
2868,2020-07-31 04:47:31pm
2868,2020-07-31 04:47:39pm
2834,2020-07-31 04:49:18pm
2834,2020-07-31 04:49:45pm
2446,2020-07-31 04:50:04pm
2834,2020-07-31 04:50:12pm
5101,2020-07-31 04:50:25pm
2564,2020-07-31 04:52:49pm
2123,2020-07-31 04:54:58pm
2132,2020-07-31 04:55:03pm
3091,2020-07-31 04:56:08pm
2943,2020-07-31 04:59:07pm
3108,2020-07-31 05:00:02pm
0000,2020-07-31 05:03:45pm
1450,2020-07-31 05:03:56pm
5043,2020-07-31 05:04:02pm
2074,2020-07-31 05:04:02pm
2074,2020-07-31 05:04:05pm
2188,2020-07-31 05:04:40pm
2188,2020-07-31 05:04:46pm
2954,2020-07-31 05:04:56pm
2312,2020-07-31 05:05:07pm
2288,2020-07-31 05:05:14pm
5124,2020-07-31 05:05:17pm
5070,2020-07-31 05:05:41pm
5070,2020-07-31 05:05:43pm
5009,2020-07-31 05:06:15pm
5009,2020-07-31 05:06:17pm
2811,2020-07-31 05:06:29pm
2207,2020-07-31 05:06:38pm
3091,2020-07-31 05:06:51pm
2581,2020-07-31 05:06:53pm
2834,2020-07-31 05:07:41pm
2099,2020-07-31 05:07:58pm
3091,2020-07-31 05:08:13pm
2001,2020-07-31 05:08:54pm
2706,2020-07-31 05:12:30pm
2706,2020-07-31 05:13:05pm
2701,2020-07-31 05:13:20pm
2701,2020-07-31 05:13:25pm
2701,2020-07-31 05:13:30pm
2701,2020-07-31 05:13:48pm
2706,2020-07-31 05:15:45pm
2706,2020-07-31 05:16:05pm
2123,2020-07-31 05:19:14pm
2334,2020-07-31 05:23:05pm
2123,2020-07-31 05:24:25pm
2123,2020-07-31 05:24:30pm
2125,2020-07-31 05:24:41pm
2334,2020-07-31 05:25:26pm
2446,2020-07-31 05:27:06pm
2943,2020-07-31 05:28:46pm
2094,2020-07-31 05:33:17pm
2612,2020-07-31 05:33:32pm
2834,2020-07-31 05:34:06pm
2027,2020-07-31 05:34:40pm
2027,2020-07-31 05:34:50pm
2027,2020-07-31 05:34:54pm
3091,2020-07-31 05:38:32pm
2974,2020-07-31 05:39:24pm
2207,2020-07-31 05:40:54pm
2207,2020-07-31 05:41:00pm
3108,2020-07-31 05:41:08pm
3108,2020-07-31 05:41:10pm
2177,2020-07-31 05:41:58pm
2694,2020-07-31 05:43:08pm
2529,2020-07-31 05:44:59pm
2694,2020-07-31 05:45:19pm
2694,2020-07-31 05:45:34pm
2123,2020-07-31 05:47:34pm
2977,2020-07-31 05:48:50pm
3205,2020-07-31 05:50:27pm
2298,2020-07-31 05:50:33pm
2298,2020-07-31 05:51:07pm
2978,2020-07-31 05:55:09pm
2706,2020-07-31 05:56:52pm
3091,2020-07-31 05:57:02pm
3091,2020-07-31 05:57:19pm
2803,2020-07-31 05:59:10pm
2665,2020-07-31 06:01:51pm
2094,2020-07-31 06:02:57pm
3108,2020-07-31 06:03:55pm
2298,2020-07-31 06:15:29pm
2298,2020-07-31 06:16:01pm
9052,2020-07-31 06:16:48pm
2490,2020-07-31 06:16:55pm
2492,2020-07-31 06:17:48pm
2298,2020-07-31 06:17:59pm
2026,2020-07-31 06:26:40pm
2207,2020-07-31 06:26:43pm
2312,2020-07-31 06:28:36pm
3123,2020-07-31 06:30:09pm
2033,2020-07-31 06:32:00pm
3515,2020-07-31 06:34:05pm
2337,2020-07-31 06:34:11pm
3151,2020-07-31 06:34:35pm
3151,2020-07-31 06:34:52pm
3200,2020-07-31 06:35:17pm
2441,2020-07-31 06:37:01pm
3116,2020-07-31 06:37:53pm
2458,2020-07-31 06:38:30pm
3281,2020-07-31 06:38:34pm
3281,2020-07-31 06:42:17pm
2177,2020-07-31 06:43:00pm
9056,2020-07-31 06:43:01pm
2813,2020-07-31 06:44:22pm
3033,2020-07-31 06:44:49pm
2705,2020-07-31 06:46:02pm
2532,2020-07-31 06:46:22pm
2478,2020-07-31 06:48:43pm
2478,2020-07-31 06:49:32pm
3051,2020-07-31 06:52:39pm
1996,2020-07-31 06:53:17pm
2101,2020-07-31 06:54:16pm
2718,2020-07-31 06:54:18pm
9042,2020-07-31 06:54:46pm
2431,2020-07-31 06:54:50pm
2215,2020-07-31 06:54:56pm
2050,2020-07-31 06:56:15pm
2664,2020-07-31 06:57:01pm
2664,2020-07-31 06:58:34pm
2215,2020-07-31 07:02:09pm
2131,2020-07-31 07:02:41pm
2468,2020-07-31 07:02:52pm
2215,2020-07-31 07:03:49pm
2210,2020-07-31 07:04:23pm
2047,2020-07-31 07:06:00pm
2371,2020-07-31 07:07:25pm
2112,2020-07-31 07:08:00pm
2590,2020-07-31 07:11:28pm
